title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"FBoy Island Nederland",tv,"Game-Show, Reality-TV, Romance",2022,tt23477352,5.9,58,NL
"Flordelis: Em Nome da Mãe",tv,Documentary,2022,tt23862164,6.7,138,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
,tv,Reality,2022,,,,"AG, BB, BS, HN, NI, TT, US"
,tv,Reality,2022,,,,"AG, BB, BS, HN, NI, TT, US"
"Unveiled: Surviving La Luz Del Mundo",tv,"Crime, Documentary",2022,tt23667804,7.4,382,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Bake Off Celebrity Colombia: El Gran Pastelero",tv,Game-Show,2022,tt23646216,7.1,10,"AR, BO, CL, CO, CR, DO, GT, JM, MX, PA, PE, PY, SV, UY, VE"
"True Story Finland",tv,Comedy,2022,tt23220974,7.4,42,"DK, FI, NO, SE"
Fácil,tv,Comedy,2022,tt20755454,6.6,178,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Inside the Heist",tv,"Crime, Documentary",2022,tt26676711,8.3,27,"AD, AG, BA, BB, BG, BS, CZ, ES, FR, HN, HR, HU, MC, MD, ME, MK, NI, NL, NO, PL, PT, RO, SE, SI, SK, TT, US"
"The Tetris Murders",tv,"Crime, Documentary, Mystery",2022,tt24222834,5.6,216,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FR, GT, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PY, SE, SV, TC, TT, US, UY, VE"
,tv,"Documentary, Reality",2016,,,,"AD, BA, BE, BG, CZ, DK, ES, FI, FR, HN, HR, HU, MC, MD, ME, MK, NL, NO, PL, PT, RO, SE, SI, SK, US"
Branson,tv,"Biography, Documentary",2022,tt23865600,7,370,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Herre På Täppan",tv,Game-Show,2022,tt23750138,7.3,11,SE
,tv,Reality,2022,,,,"BE, NL"
,tv,Reality,2022,,,,"BE, NL"
,tv,Reality,2022,,,,NL
,tv,Documentary,2022,,,,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,tv,,2022,,,,"AD, AG, BA, BB, BG, BS, CZ, ES, HN, HR, HU, MD, ME, MK, NI, NL, NO, PT, RO, SI, SK, TT, US"
"Girls Dorm",tv,"Animation, Comedy, Short",2016,tt13199492,7.8,18,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"11 Shots",tv,Drama,2022,tt22986332,7.8,23,"AD, AR, BA, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HR, HU, JM, LC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, UY, VE"
"Artfully Designed",tv,Reality-TV,2022,tt24805706,7.5,35,"AG, BB, BS, CZ, HN, NI, NL, RO, RS, TT, US"
"Classic Homes",tv,Reality-TV,2022,tt24172010,6.4,6,"AG, BB, BS, HN, NI, TT, US"
"The Piece Maker",tv,Reality-TV,2022,tt23485688,8.9,30,"AG, AR, BB, BO, BR, BS, CL, CO, CR, GT, HN, MX, NI, PE, SV, TT, US, UY"
,tv,,2023,,,,"AG, BB, BS, HN, NI, TT, US"
"Zodiac Island",tv,"Reality-TV, Romance",2022,tt18074278,7.5,48,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, HN, JM, LC, MX, NI, NL, NO, PA, PE, PL, PT, PY, SE, SV, TC, TT, US, UY, VE"
Dumpad,tv,Drama,2022,tt23849352,7.2,48,"DK, FI, NO, SE"
"Mysteries of the Abandoned: Hidden America",tv,History,2022,tt23611308,7.5,120,"AG, BB, BS, HN, NI, RS, TT, US"
"Mój agent",tv,Comedy,2022,tt20233502,5.8,47,PL
"Hi I'm",tv,Documentary,2021,tt23320738,9.2,6,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Luxe for Less",tv,Reality-TV,2022,tt24653416,8.6,68,"AG, AR, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SK, SV, TC, TT, US, UY, VE"
,tv,"Documentary, Reality",2017,,,,PL
,tv,"Documentary, Reality",2019,,,,PL
"A Mente de um Monstro: Jeffrey Dahmer - O Canibal",tv,Documentary,2020,tt16342912,7.1,106,BE
"Hello Kitty: Super Style!",tv,Animation,2022,tt15771940,8.8,45,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"First Home Fix",tv,Reality-TV,2022,tt21441354,6.9,21,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, RS, SV, TC, TT, US, UY, VE"
"Like Mother, Like Daughter?",tv,Documentary,2022,tt16373682,9.1,12,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,tv,,2022,,,,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Five Day Biz Fix",tv,Reality,2019,tt10985806,7.3,22,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,tv,,2022,,,,NL
"Petronix Defenders",tv,"Animation, Family",2022,tt28093013,7.5,22,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Battle of the Bling",tv,Game-Show,2022,tt21276084,6.4,16,"AG, BB, BS, HN, NI, PL, RS, TT, US"
,tv,,2014,,,,SE
"Murder in the Wicked West",tv,"Crime, Reality-TV",2022,tt24221088,6.7,61,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PL, PY, RO, SE, SK, SV, TC, TT, US, UY, VE"
,tv,Documentary,2019,,,,"AD, ES"
"Sex Diaries",tv,Documentary,2022,tt24614208,5.7,110,"AD, AG, BA, BB, BG, BS, CZ, DK, ES, FI, HN, HR, HU, MD, ME, MK, NI, NL, NO, PL, PT, RO, SE, SI, SK, TT, US"
"Erlend og Steinar hjelper deg",tv,Comedy,2023,tt25616472,8.5,197,NO
"Awake Surgery",tv,Reality-TV,2022,tt24072958,6.8,30,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PY, RO, SI, SK, SV, TC, TT, US, UY, VE"
"Shorty's Dream Shop",tv,Reality-TV,2022,tt24409628,7.7,47,"AR, BA, BE, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NL, NO, PA, PE, PT, PY, RO, SE, SI, SK, SV, TC, US, UY, VE"
"Brink of Disaster",tv,Documentary,2022,tt24076582,6.1,34,"AG, BB, BS, HN, NI, TT, US"
"Real Time Crime",tv,"Crime, Reality-TV",2022,tt24221310,7.2,90,"AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, FR, GT, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PL, PY, RO, SE, SK, SV, TC, TT, US, UY, VE"
Lamput,tv,"Adventure, Animation, Comedy",2017,tt11917738,8.3,174,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, RS, SV, TC, TT, US, UY, VE"
,tv,,2017,,,,"AD, AG, BB, BE, BS, CZ, DK, ES, FR, HN, HU, MC, MD, NI, NL, NO, PT, RO, SE, SK, TT, US"
"Jamie vs Britney: The Father Daughter Trials",tv,Documentary,2022,tt26459427,5.6,182,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
,tv,Documentary,2022,,,,"AG, BB, BS, HN, NI, TT, US"
"Rain Dogs",tv,"Comedy, Drama",2023,tt19050000,7,3542,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Family Restaurant",tv,,2022,tt21995020,,,"AG, BB, BS, HN, NI, RS, TT, US"
"El gran sarao",tv,Reality-TV,2022,tt22643366,6.5,32,"AD, AG, BA, BB, BG, BS, CZ, DK, ES, FI, HN, HR, HU, MD, ME, MK, NI, NL, NO, PL, PT, RO, SE, SI, SK, TT, US"
"Chef Dynasty: House of Fang",tv,Reality-TV,2022,tt25154554,3.7,111,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, RS, SV, TC, TT, US, UY, VE"
"Young Love",tv,"Animation, Comedy, Family",2023,tt12681586,7.4,334,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TT, US, UY, VE"
"Tom and Jerry",tv,Animation,2023,tt28500997,8.4,59,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, PA, PE, PY, SV, TC, US, UY, VE"
"50/50 Heroes",tv,"Animation, Comedy",2022,tt22187618,7.5,58,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY"
"MILF Manor",tv,Reality-TV,2023,tt25375242,3.8,1402,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Christina in the Country",tv,Documentary,2023,tt19399940,5.4,137,"AG, AR, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, HN, HU, JM, LC, MD, MX, NI, PA, PE, PY, RO, SK, SV, TC, TT, US, UY, VE"
"Giuliani: What Happened to America's Mayor?",tv,Documentary,2023,tt26447652,6.3,109,"AG, BB, BS, HN, NI, TT, US"
"Real PD: Kansas City",tv,Documentary,2021,tt16218992,8.5,40,"AG, BB, BS, HN, NI, TT, US"
,tv,"Action & Adventure, Kids",2023,,,,BR
"Sewer Divers",tv,Documentary,2023,tt25435458,6.5,53,"AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Grapes of Guilt",tv,Drama,2023,tt24218504,8.4,603,"BA, BG, HR, ME, MK, SI"
,tv,,2023,,,,"AR, BR, CO, FI, NL, NO, SE"
"Spring Baking Championship: Easter",tv,"Family, Reality",2022,tt17156326,8.1,19,"AG, AR, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, HN, HU, JM, LC, MD, MX, NI, NL, PA, PE, PY, RO, RS, SK, SV, TC, TT, US, UY, VE"
"NFL Tailgate Takedown",tv,Reality,2023,tt26439152,4.3,24,"AG, BB, BS, HN, NI, TT, US"
"Gold, Lies & Videotape",tv,Documentary,2023,tt26342053,7.6,199,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Bake It 'Til You Make It",tv,Reality-TV,2022,tt25455056,6.4,22,"AG, BB, BG, BS, CZ, HN, HU, MD, NI, RO, RS, SK, TT, US"
,tv,Documentary,2023,,,,"AD, AR, BE, BO, BR, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, HU, JM, LC, MC, MD, MX, NL, NO, PA, PE, PL, PY, RO, SK, SV, TC, UY, VE"
"Down Home Fab",tv,Family,2023,tt18263296,5.7,168,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Traitors",tv,"Adventure, Game-Show, Reality-TV",2023,tt21272398,7.4,127,"AD, ES"
,tv,Animation,2020,,,,"DK, FI, NO, SE"
"José Andres & Family in Spain",tv,Documentary,2022,tt25273500,7.9,92,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, HN, JM, LC, MX, NI, NL, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
"Going Fur Gold",tv,Documentary,2023,tt25785562,6.2,27,"BE, CZ, ES, FI, NL, NO, RO, SE"
"The Price of Glee",tv,Documentary,2023,tt26475026,5.5,555,"AG, AR, BA, BB, BE, BG, BS, CL, CZ, DK, ES, FR, HN, HR, HU, MC, MD, ME, MK, NI, NL, NO, PL, PT, RO, RS, SE, SI, SK, TT, US"
"Da Ponte pra Lá",tv,Drama,2024,tt26314200,5.9,110,"AD, AR, BA, BE, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NO, PA, PE, PT, PY, RO, RS, SE, SI, SK, SV, TC, US, UY, VE"
"Stab That Cake",tv,"Game-Show, Reality-TV",2022,tt14809510,7,32,"AG, BB, BS, HN, NI, TT, US"
Meekah,tv,Family,2022,tt26654560,5.7,50,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"FBOY Island Sverige",tv,Reality-TV,2023,tt26939825,6.2,20,"DK, FI, SE"
,tv,Reality,2021,,,,NL
"Arny, a Story of Infamy",tv,Documentary,2023,tt24973016,6.8,122,"AD, ES"
"Lego Friends: The Next Chapter",tv,Animation,2023,tt27579863,7.4,45,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Loren & Alexei: After the 90 Days",tv,Reality-TV,2022,tt16375462,7,66,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Death by Fame",tv,"Crime, Documentary",2023,tt26228446,6.9,280,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PL, PY, RO, SE, SK, SV, TC, TT, US, UY, VE"
"Yellowstone Wardens",tv,"Documentary, Reality",2023,tt28210717,6.8,55,"AG, BB, BS, HN, NI, TT, US"
"Deadly Sins",tv,"Crime, Documentary",2012,tt2301547,6.9,466,"AD, BE, BG, CZ, ES, FR, HU, MC, MD, NL, PT, RO, SK"
,tv,Documentary,2020,,,,"BE, NL"
"The Playboy Murders",tv,"Crime, Documentary",2023,tt26672508,6.5,471,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Rico to the Rescue",tv,Reality-TV,2023,tt25154610,7.3,101,"AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, HN, HU, JM, LC, MD, MX, NI, NL, PA, PE, PY, RO, SK, SV, TC, TT, US, UY, VE"
"Setnja sa lavom",tv,"Comedy, Drama, Romance",2022,tt24639164,6.6,198,"BA, BG, HR, ME, MK, SI"
"Prisoner of the Prophet",tv,Documentary,2023,tt26343082,6.8,155,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PL, PY, SE, SV, TC, TT, US, UY, VE"
Spy/Master,tv,"Action, Drama, Thriller",2023,tt22325698,7.5,4269,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Find It, Fix It, Drive It",tv,"Documentary, History",2019,tt30793474,8.7,13,NL
,tv,"Reality, Documentary",2019,,,,"AG, BB, BS, HN, NI, TT, US"
,tv,Reality,2023,,,,NO
,tv,Crime,2020,,,,"AR, BE, BO, BR, BZ, CL, CO, CR, DO, EC, FR, GT, JM, LC, MC, NL, NO, PA, PE, PY, SV, TC, UY, VE"
"How Close Can I Beach",tv,Reality-TV,2018,tt8262122,8,9,"BG, CZ, HU, MD, NL, RO, SK"
Jeopardy!,tv,Game-Show,1991,tt0779470,6.9,41,SE
"Ex on the Beach Sverige",tv,Reality-TV,2015,tt5470438,4.6,98,"DK, FI, NO, SE"
Mariachis,tv,"Comedy, Drama, Music",2022,tt11651278,5.7,171,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
,tv,Reality,2023,,,,"DK, FI, NO, SE"
"Batalha dos Cozinheiros",tv,Reality-TV,2016,tt6315796,,,"BO, CL, CO, CR, DO, GT, JM, MX, PA, PE, PY, SV, UY, VE"
"Polar Park",tv,"Comedy, Crime, Mystery",2023,tt29627241,7.3,677,"BE, FR, MC"
,tv,"Family, Reality",2023,,,,DK
"The One That Got Away",tv,"Comedy, Drama, Romance",2018,tt7849048,7.8,29,"CZ, RO"
"La maldición del Windsor",tv,Documentary,2023,tt26752319,6.4,55,"AD, ES"
,tv,"Documentary, Crime",2023,,,,"DK, FI, NO, SE"
"Only You: An Animated Shorts Collection",tv,"Animation, Comedy, Fantasy",2023,tt26969235,6.4,95,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"AEW: All Access",tv,Reality-TV,2023,tt26823096,7.5,151,"AG, BB, BS, HN, NI, RS, TT, US"
"Mean Girl Murders",tv,"Crime, Documentary",2023,tt26742875,6.2,213,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PL, PY, RO, RS, SE, SK, SV, TC, TT, US, UY, VE"
"Jared from Subway: Catching a Monster",tv,"Crime, Documentary",2023,tt26753472,5.9,1987,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Et hardt liv med Ronny",tv,Documentary,2023,tt27163228,6.4,10,NO
"Super Turbo Story Time",tv,"Animation, Documentary",2023,tt20918600,,,"HN, US"
Bookie,tv,Comedy,2023,tt22485826,7.4,4447,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Flipping El Moussas",tv,Documentary,2023,tt21102904,4.1,419,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, HN, JM, LC, MX, NI, NL, NO, PA, PE, PL, PY, SE, SV, TC, TT, US, UY, VE"
"Ex on the Beach Suomi",tv,Reality-TV,2020,tt14230834,3.8,8,"DK, FI, NO, SE"
,tv,Reality,2021,,,,SE
"Renovation Resort Showdown",tv,Reality-TV,2023,tt26442970,7.6,42,"AG, BB, BS, HN, NI, TT, US"
"Unbelievable Me",tv,Documentary,2023,tt26717216,6.7,12,"AD, AR, BG, BO, BR, CL, CO, CR, CZ, DK, ES, GT, HU, MD, MX, NL, NO, PE, PL, RO, SE, SK, SV, UY"
"Hot Wheels: Ultimate Challenge",tv,Game-Show,2023,tt27047709,4.5,188,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Deadliest Kids",tv,Crime,2021,tt15732474,6.1,50,"AD, AG, BB, BE, BG, BS, CZ, ES, FR, HN, HU, MC, MD, NI, NO, RO, SK, TT, US"
Wolf,tv,"Crime, Drama, Thriller",2023,tt14466338,6.7,4194,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NL, NO, PL, PT, RO, SE, SI, SK"
"Naked and Afraid: Solo",tv,Reality-TV,2023,tt26753382,6.9,99,"AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
"El hijo zurdo",tv,"Drama, Thriller",2023,tt21278500,6.2,266,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Deadly Islands",tv,Documentary,2014,tt3747170,7.1,73,NO
"The Next Great Baker Latin America",tv,Reality-TV,2014,tt4661282,,,"AR, BO, BR, BZ, CL, CO, CR, DK, DO, EC, FI, GT, JM, LC, MX, NL, NO, PA, PE, PT, PY, SE, SV, TC, UY, VE"
"Headless Chickens",tv,"Comedy, Sport",2023,tt21867228,5.7,315,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,tv,,2021,,,,"AG, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"The Tattooist of Auschwitz",tv,"Drama, History, Romance",2024,tt9022422,8,10392,"AR, BO, CL, CO, CR, GT, MX, PE, SV, UY"
,tv,,2023,,,,"BG, MD, NL, RO"
"Mad Dog Made",tv,Reality-TV,2018,tt9600838,,,"BG, CZ, HU, SK"
"FBOY Island Danmark",tv,Reality-TV,2023,tt27179734,5.3,17,"DK, FI, NO, SE"
"Prince Charming Polska",tv,"Game-Show, Reality-TV, Romance",2021,tt15683426,6.1,14,PL
"Garbage Boy and Trash Can",tv,Animation,2019,tt29289159,7.9,9,"BE, CZ, ES, FI, NL, NO, RO, SE"
,tv,"Reality, Family",2023,,,,"BE, NL"
"Texas Metal's Loud and Lifted",tv,"Documentary, Reality",2023,tt27520925,6.6,20,"DK, FI, HN, NO, US"
"Build It Forward",tv,"Reality, Documentary",2022,tt15771980,,,"AG, BB, BS, HN, NI, RS, TT, US"
"Tempting Fortune",tv,Reality-TV,2023,tt20255056,7.2,157,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
#BringBackAlice,tv,"Crime, Drama, Mystery",2023,tt26732848,5.8,679,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Happy to Be Home with the Benkos",tv,Reality-TV,2023,tt26544587,7.5,80,"AG, BB, BS, HN, NI, NL, TT, US"
"The Whole Story with Anderson Cooper",tv,Talk-Show,2023,tt27238424,5.7,116,"AG, BB, BS, HN, NI, RS, TT, US"
"Angel City",tv,Documentary,2023,tt27229094,6.8,241,"AD, AG, BA, BB, BE, BG, BS, CZ, DK, ES, FI, FR, HN, HR, HU, MD, ME, MK, NI, NL, NO, PL, PT, RO, RS, SE, SI, SK, TT, US"
"100 Years of Warner Bros.",tv,"Documentary, History",2023,tt27729024,7.5,814,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Seeking Brother Husband",tv,Reality-TV,2023,tt25919854,4.8,84,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
,tv,"Action & Adventure, Reality",2019,,,,FR
Malpractice,tv,"Crime, Drama, Thriller",2023,tt20918594,7.1,2455,PL
"City of God: The Fight Rages On",tv,"Crime, Drama",2024,tt27535062,7.3,1316,"AR, BE, BO, BR, CL, CO, CR, CZ, DK, ES, FI, FR, GT, MX, NL, NO, PE, RO, SE, SV, US, UY"
,tv,Reality,2023,,,,PL
"Gordon Ramsay's Food Stars",tv,"Game-Show, Reality-TV",2023,tt27446484,5.8,438,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,tv,,2023,,,,PL
