title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"The Fifth Element",movie,"Action, Adventure, Sci-Fi",1997,tt0119116,7.6,516953,"DK, FI, NO, SE"
Unforgiven,movie,"Drama, Western",1992,tt0105695,8.2,443687,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Eternal Sunshine of the Spotless Mind",movie,"Drama, Romance, Sci-Fi",2004,tt0338013,8.3,1103296,"AG, AR, BA, BB, BG, BO, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"A History of Violence",movie,"Action, Crime, Drama",2005,tt0399146,7.4,258921,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"2001: A Space Odyssey",movie,"Adventure, Sci-Fi",1968,tt0062622,8.3,734926,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
"Absolute Power",movie,"Action, Crime, Drama",1997,tt0118548,6.7,61268,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Million Dollar Baby",movie,"Drama, Sport",2004,tt0405159,8.1,732589,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Billy Elliot",movie,"Drama, Music",2000,tt0249462,7.7,145824,"FR, MC"
"Mars Attacks!",movie,"Comedy, Sci-Fi",1996,tt0116996,6.4,248437,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Before Sunrise",movie,"Drama, Romance",1995,tt0112471,8.1,348579,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Blade Runner",movie,"Action, Drama, Sci-Fi",1982,tt0083658,8.1,837783,"AD, AG, AR, BA, BB, BE, BG, BO, BS, BZ, CL, CO, CR, CZ, DK, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, NI, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, VE"
"Before Sunset",movie,"Drama, Romance",2004,tt0381681,8.1,294602,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Miami Vice",movie,"Action, Crime, Drama",2006,tt0430357,6.1,125828,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Taxi Driver",movie,"Crime, Drama",1976,tt0075314,8.2,948637,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Snatch,movie,"Comedy, Crime",2000,tt0208092,8.2,926976,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Three Colors: Blue",movie,"Drama, Music, Mystery",1993,tt0108394,7.8,112695,"DK, FI, NO, SE, US"
"Three Colors: White",movie,"Comedy, Drama, Romance",1994,tt0111507,7.6,81234,"DK, FI, NO, SE, US"
"Three Colors: Red",movie,"Drama, Mystery, Romance",1994,tt0111495,8.1,111872,"DK, FI, NO, SE, US"
"Pretty Woman",movie,"Comedy, Romance",1990,tt0100405,7.1,374413,"AD, DK, ES, FI, NO, PT, SE, US"
"Charlie and the Chocolate Factory",movie,"Adventure, Comedy, Family",2005,tt0367594,6.7,540326,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"The Lord of the Rings: The Fellowship of the Ring",movie,"Action, Adventure, Drama",2001,tt0120737,8.9,2055641,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Lord of the Rings: The Two Towers",movie,"Action, Adventure, Drama",2002,tt0167261,8.8,1826369,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Lord of the Rings: The Return of the King",movie,"Action, Adventure, Drama",2003,tt0167260,9,2025818,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Brokeback Mountain",movie,"Drama, Romance",2005,tt0388795,7.7,392947,US
"Crouching Tiger, Hidden Dragon",movie,"Action, Adventure, Drama",2000,tt0190332,7.9,284706,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK, US"
"The 400 Blows",movie,"Crime, Drama",1959,tt0053198,8.1,129789,"DK, FI, NO, SE, US"
"The Dark Knight",movie,"Action, Crime, Drama",2008,tt0468569,9,2940814,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Ocean's Eleven",movie,"Crime, Thriller",2001,tt0240772,7.7,632183,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, UY, VE"
"Ocean's Twelve",movie,"Crime, Thriller",2004,tt0349903,6.5,420390,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, UY, VE"
"The Interpreter",movie,"Crime, Mystery, Thriller",2005,tt0373926,6.4,111811,"FR, MC"
"The Good German",movie,"Drama, Mystery, Romance",2006,tt0452624,6,26274,PT
"A Clockwork Orange",movie,"Crime, Sci-Fi",1971,tt0066921,8.2,895609,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
Braveheart,movie,"Biography, Drama, War",1995,tt0112573,8.3,1108836,"AD, ES, PT"
"Mean Streets",movie,"Crime, Drama, Thriller",1973,tt0070379,7.2,121873,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"North by Northwest",movie,"Action, Adventure, Mystery",1959,tt0053125,8.3,352253,"BE, FR, MC"
"East of Eden",movie,Drama,1955,tt0048028,7.8,49539,"BE, FR, MC"
"Rebel Without a Cause",movie,Drama,1955,tt0048545,7.6,99363,"BE, FR, MC"
"Bride of Frankenstein",movie,"Drama, Horror, Sci-Fi",1935,tt0026138,7.8,54780,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Godfather",movie,"Crime, Drama",1972,tt0068646,9.2,2063067,"AD, ES, PT"
"The Godfather Part II",movie,"Crime, Drama",1974,tt0071562,9,1393558,"AD, ES, PT"
"The Godfather Part III",movie,"Crime, Drama",1990,tt0099674,7.6,431434,"AD, ES, PT"
"Willy Wonka & the Chocolate Factory",movie,"Adventure, Comedy, Family",1971,tt0067992,7.8,232334,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
Batman,movie,"Action, Adventure",1989,tt0096895,7.5,412821,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
"Batman Begins",movie,"Action, Crime, Drama",2005,tt0372784,8.2,1611187,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Fargo,movie,"Crime, Thriller",1996,tt0116282,8.1,739115,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Underworld,movie,"Action, Fantasy, Thriller",2003,tt0320691,7,289695,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Shawshank Redemption",movie,Drama,1994,tt0111161,9.3,2959184,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NO, PA, PE, PT, PY, SE, SV, TC, TT, UY, VE"
Casablanca,movie,"Drama, Romance, War",1942,tt0034583,8.5,616931,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
"Ocean's Thirteen",movie,"Crime, Thriller",2007,tt0496806,6.9,372594,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, UY, VE"
"Rio Bravo",movie,Western,1959,tt0053221,8,69486,"BE, FR, MC"
"Bruce Almighty",movie,"Comedy, Fantasy",2003,tt0315327,6.8,442615,"DK, FI, NO, SE"
Catwoman,movie,"Action, Crime, Fantasy",2004,tt0327554,3.4,127566,"AD, BE, ES, FR, MC, NL, PT"
"Mystic River",movie,"Crime, Drama, Mystery",2003,tt0327056,7.9,494549,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Snakes on a Plane",movie,"Action, Adventure, Crime",2006,tt0417148,5.5,146054,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Jurassic Park",movie,"Action, Adventure, Sci-Fi",1993,tt0107290,8.2,1091672,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Lost World: Jurassic Park",movie,"Action, Adventure, Sci-Fi",1997,tt0119567,6.6,451302,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK, US"
"Jurassic Park III",movie,"Action, Adventure, Sci-Fi",2001,tt0163025,5.9,346385,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK, US"
Magnolia,movie,Drama,1999,tt0175880,8,333227,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Good Bye Lenin!",movie,"Comedy, Drama, Romance",2003,tt0301357,7.7,154401,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Eyes Wide Shut",movie,"Drama, Mystery, Thriller",1999,tt0120663,7.5,385535,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Batman Returns",movie,"Action, Crime, Fantasy",1992,tt0103776,7.1,334194,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
"A Nightmare on Elm Street",movie,Horror,1984,tt0087800,7.4,271834,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HN, JM, LC, MX, NI, NL, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
"Rain Man",movie,Drama,1988,tt0095953,8,555170,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Inside Man",movie,"Crime, Drama, Mystery",2006,tt0454848,7.6,404662,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Who's Afraid of Virginia Woolf?",movie,Drama,1966,tt0061184,8,81277,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"French Kiss",movie,"Comedy, Drama, Romance",1995,tt0113117,6.6,53995,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Driving Miss Daisy",movie,"Comedy, Drama",1989,tt0097239,7.3,119197,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Batman Forever",movie,"Action, Adventure",1995,tt0112462,5.4,270554,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
"Batman & Robin",movie,"Action, Sci-Fi",1997,tt0118688,3.8,272072,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
8½,movie,Drama,1963,tt0056801,8,127122,"DK, FI, NO, SE, US"
Vertigo,movie,"Mystery, Romance, Thriller",1958,tt0052357,8.3,436024,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Maria Full of Grace",movie,"Crime, Drama",2004,tt0390221,7.4,36497,"AR, BA, BG, BO, BR, CL, CO, CR, CZ, DO, EC, GT, HN, HR, HU, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, US, UY, VE"
Caché,movie,"Drama, Mystery, Thriller",2005,tt0387898,7.3,86638,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Erin Brockovich",movie,"Biography, Drama",2000,tt0195685,7.4,227017,"AD, BA, BE, BG, CZ, ES, FR, HR, HU, MC, MD, ME, MK, PL, RO, RS, SI, SK"
"Bonnie and Clyde",movie,"Action, Biography, Crime",1967,tt0061418,7.7,122564,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Good Will Hunting",movie,"Drama, Romance",1997,tt0119217,8.3,1100456,"AD, ES"
"The Green Mile",movie,"Crime, Drama, Fantasy",1999,tt0120689,8.6,1442996,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NO, PA, PE, PY, SV, TC, TT, UY, VE"
Poseidon,movie,"Action, Adventure, Thriller",2006,tt0409182,5.7,111736,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Monster,movie,"Biography, Crime, Drama",2003,tt0340855,7.3,165039,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Marnie,movie,"Crime, Drama, Mystery",1964,tt0058329,7.1,55007,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Notting Hill",movie,"Comedy, Drama, Romance",1999,tt0125439,7.2,352496,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"One Flew Over the Cuckoo's Nest",movie,Drama,1975,tt0073486,8.7,1091942,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, NL, PA, PE, PY, SV, TC, TT, UY, VE"
"Wallace & Gromit: The Curse of the Were-Rabbit",movie,"Adventure, Animation, Comedy",2005,tt0312004,7.5,148658,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Terminator Salvation",movie,"Action, Adventure, Sci-Fi",2009,tt0438488,6.5,381882,US
Psycho,movie,"Horror, Mystery, Thriller",1960,tt0054215,8.5,734806,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Crime of Padre Amaro",movie,"Drama, Romance",2002,tt0313196,6.7,14558,PT
Spider-Man,movie,"Action, Adventure, Sci-Fi",2002,tt0145487,7.4,900873,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Spider-Man 2",movie,"Action, Adventure, Sci-Fi",2004,tt0316654,7.5,727356,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Spider-Man 3",movie,"Action, Adventure, Sci-Fi",2007,tt0413300,6.3,652863,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
Constantine,movie,"Action, Fantasy, Horror",2005,tt0360486,7,383201,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PY, SE, SV, TC, TT, UY, VE"
"The Mummy",movie,"Action, Adventure, Fantasy",1999,tt0120616,7.1,472245,"BE, FR, MC"
"Rear Window",movie,"Mystery, Thriller",1954,tt0047396,8.5,533263,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Apollo 13",movie,"Adventure, Drama, History",1995,tt0112384,7.7,320970,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Birds",movie,"Drama, Horror, Mystery",1963,tt0056869,7.6,209400,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Frenzy,movie,Thriller,1972,tt0068611,7.4,50350,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Man Who Knew Too Much",movie,"Drama, Thriller",1956,tt0049470,7.4,71209,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Wild Bunch",movie,"Action, Adventure, Drama",1969,tt0065214,7.9,91683,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Da Vinci Code",movie,"Mystery, Thriller",2006,tt0382625,6.6,465523,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Titanic,movie,"Drama, Romance",1997,tt0120338,7.9,1311274,"AD, DK, ES, FI, NO, PT, SE"
"City of God",movie,"Crime, Drama",2002,tt0317248,8.6,817306,"AD, AR, BO, BR, CL, CO, CR, DO, EC, ES, FR, GT, HN, MC, MX, NI, PA, PE, PT, PY, SV, UY, VE"
"Full Metal Jacket",movie,"Drama, War",1987,tt0093058,8.2,805637,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, UY, VE"
"The Matrix",movie,"Action, Sci-Fi",1999,tt0133093,8.7,2101020,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"The Matrix Reloaded",movie,"Action, Sci-Fi",2003,tt0234215,7.2,641493,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"The Matrix Revolutions",movie,"Action, Sci-Fi",2003,tt0242653,6.7,552174,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Men in Black",movie,"Action, Adventure, Comedy",1997,tt0119654,7.3,625821,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Men in Black II",movie,"Action, Adventure, Comedy",2002,tt0120912,6.2,411461,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Poltergeist,movie,"Horror, Thriller",1982,tt0084516,7.3,185223,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, PA, PE, PY, SV, TC, TT, UY, VE"
"The Last Samurai",movie,"Action, Drama",2003,tt0325710,7.8,479751,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Wild Things",movie,"Crime, Drama, Mystery",1998,tt0120890,6.6,133768,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Bodyguard",movie,"Action, Drama, Music",1992,tt0103855,6.4,150865,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, PA, PE, PT, PY, SV, TC, TT, UY, VE"
Ghostbusters,movie,"Action, Comedy, Fantasy",1984,tt0087332,7.8,462201,"BA, BE, BG, CZ, FR, HR, HU, MC, MD, ME, MK, PL, RO, RS, SI, SK"
Grease,movie,"Comedy, Musical, Romance",1978,tt0077631,7.2,307477,"AD, ES, PT"
Trainspotting,movie,Drama,1996,tt0117951,8.1,737289,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Interview with the Vampire",movie,"Drama, Fantasy, Horror",1994,tt0110148,7.5,355923,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
"The Wizard of Oz",movie,"Adventure, Family, Fantasy",1939,tt0032138,8.1,436486,"AD, BE, ES, FR, MC, PT, US"
"When Harry Met Sally...",movie,"Comedy, Drama, Romance",1989,tt0098635,7.7,248359,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Troy,movie,"Adventure, Drama",2004,tt0332452,7.3,581576,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, GY, HN, JM, LC, MX, NI, NO, PA, PE, PT, PY, SE, SV, TC, TT, UY, VE"
"On the Waterfront",movie,"Crime, Drama, Thriller",1954,tt0047296,8.1,168157,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
Twister,movie,"Action, Adventure, Thriller",1996,tt0117998,6.5,237949,"AR, BA, BG, BO, BR, CL, CO, CR, CZ, DO, EC, GT, HN, HR, HU, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, UY, VE"
Ben-Hur,movie,"Adventure, Drama",1959,tt0052618,8.1,257565,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Oldboy,movie,"Action, Drama, Mystery",2003,tt0364569,8.3,655034,"DK, FI, NO, SE"
